preco;ano;kms;cidade;estado;modelo_carro;marca
11877;2013;49572;Sarasota; FL;Civic;Honda
11879;2012;46098;Claremore; OK;Civic;Honda
11881;2013;54389;Layton; UT;Civic;Honda
11882;2010;29217;Palo Alto; CA;Civic;Honda
11883;2013;74937;Cortlandt Manor; NY;Civic;Honda
11885;2012;92637;Longmont; CO;Civic;Honda
11885;2013;46721;Hopkins; MN;Civic;Honda
11886;2013;45816;Miami; FL;Civic;Honda
11888;2010;45550;San Mateo; CA;Civic;Honda
11888;2011;33812;Las Vegas; NV;Civic;Honda
11888;2013;31528;Long Island City; NY;Civic;Honda
11888;2013;66163;Bloomington; IN;Civic;Honda
11888;2014;24915;Chantilly; VA;Civic;Honda
11888;2014;33492;Norwood; MA;Civic;Honda
11888;2014;27828;Orlando; FL;Civic;Honda
11888;2014;51997;Cerritos; CA;Civic;Honda
11888;2014;54995;Las Vegas; NV;Civic;Honda
11888;2014;83053;Milwaukie; OR;Civic;Honda
11888;2014;56421;North Miami Beach; FL;Civic;Honda
11888;2014;59934;Dallas; TX;Civic;Honda
11888;2015;28245;Derby; CT;Civic;Honda
11888;2015;70763;Lancaster; CA;Civic;Honda
11888;2015;40155;Dallas; TX;Civic;Honda
11890;2012;81726;Bay Minette; AL;Civic;Honda
11890;2012;36768;Bloomfield; NJ;Civic;Honda
11890;2014;70115;Birmingham; AL;Civic;Honda
11890;2014;30579;Green Brook Township; NJ;Civic;Honda
11892;2012;42274;Mesa; AZ;Civic;Honda
11894;2011;39830;Marlton; NJ;Civic;Honda
11895;2011;53870;Ardmore; PA;Civic;Honda
11895;2013;51567;Northborough; MA;Civic;Honda
11895;2013;63593;Bradenton; FL;Civic;Honda
11895;2014;28288;Hackettstown; NJ;Civic;Honda
11895;2014;27075;Miami Gardens; FL;Civic;Honda
11895;2014;50941;Valdese; NC;Civic;Honda
11897;2013;55784;Edison; NJ;Civic;Honda
11897;2014;58591;Groton; CT;Civic;Honda
11898;2013;30674;Bohemia; NY;Civic;Honda
11898;2013;47692;Chesapeake; VA;Civic;Honda
11899;2009;75557;Houston; TX;Civic;Honda
11899;2013;31236;Staten Island; NY;Civic;Honda
11899;2013;56243;Tallahassee; FL;Civic;Honda
11899;2014;11324;Miami Gardens; FL;Civic;Honda
11900;2009;80110;Houston; TX;Civic;Honda
11900;2010;56359;Martinsburg; WV;Civic;Honda
11900;2011;29908;New Philadelphia; OH;Civic;Honda
11900;2012;28266;Costa Mesa; CA;Civic;Honda
11900;2012;54681;Jackson; MS;Civic;Honda
11900;2012;58863;Boulder; CO;Civic;Honda
11900;2012;69404;Marietta; GA;Civic;Honda
11900;2012;94149;Morristown; TN;Civic;Honda
11900;2012;58012;Kissimmee; FL;Civic;Honda
11900;2012;42110;Brookfield; WI;Civic;Honda
11900;2013;36613;Doral; FL;Civic;Honda
11900;2013;55537;Burlington; NJ;Civic;Honda
11900;2013;54048;Opelika; AL;Civic;Honda
11900;2013;59897;Orlando; FL;Civic;Honda
11900;2013;45439;Knoxville; TN;Civic;Honda
11900;2014;21432;Philadelphia; PA;Civic;Honda
11900;2014;21581;Corona; CA;Civic;Honda
11900;2014;51335;Eatontown; NJ;Civic;Honda
11900;2014;61437;Denville; NJ;Civic;Honda
11900;2014;55893;Alpharetta; GA;Civic;Honda
11900;2014;91693;Baltimore; MD;Civic;Honda
11900;2015;46457;Miami; FL;Civic;Honda
11910;2012;58736;Pleasanton; CA;Civic;Honda
11911;2014;41577;Madison; WI;Civic;Honda
11921;2013;30609;Watertown; CT;Civic;Honda
11922;2012;70010;Richmond; VA;Civic;Honda
11923;2013;54980;Tampa; FL;Civic;Honda
11925;2014;36015;Springfield; VA;Civic;Honda
11925;2014;36317;Springfield; VA;Civic;Honda
11926;2013;54756;Chicago; IL;Civic;Honda
11926;2014;28305;Chicago; IL;Civic;Honda
11929;2013;65749;Vallejo; CA;Civic;Honda
11933;2009;94606;Sacramento; CA;Civic;Honda
11935;2013;27726;Patchogue; NY;Civic;Honda
11935;2014;35754;Roswell; GA;Civic;Honda
11936;2013;35613;Norwood; MA;Civic;Honda
11950;2013;55843;Columbia; MO;Civic;Honda
11950;2014;28096;Manassas; VA;Civic;Honda
11950;2014;43960;Dublin; OH;Civic;Honda
11950;2014;36153;Daytona; FL;Civic;Honda
11950;2014;41188;Ephrata; PA;Civic;Honda
11950;2015;54661;Sarasota; FL;Civic;Honda
11950;2015;38232;Ephrata; PA;Civic;Honda
11950;2015;65901;Indianapolis; IN;Civic;Honda
11952;2012;54058;Georgetown; TX;Civic;Honda
11955;2011;54620;Marlton; NJ;Civic;Honda
11956;2014;51877;Nanuet; NY;Civic;Honda
11959;2013;86730;Fort Smith; AR;Civic;Honda
11964;2014;25502;Waukesha; WI;Civic;Honda
11966;2013;48230;Duncan; OK;Civic;Honda
11966;2015;45000;Woodbridge; VA;Civic;Honda
11967;2012;65504;Arlington; TX;Civic;Honda
11972;2010;31447;Manahawkin; NJ;Civic;Honda
11972;2010;43923;Bensenville; IL;Civic;Honda
11972;2012;99520;Chantilly; VA;Civic;Honda
11975;2012;59201;Honolulu; HI;Civic;Honda
11976;2009;57398;Carrolton; TX;Civic;Honda
11977;2015;40220;Sanford; FL;Civic;Honda
11978;2012;39804;West Caldwell; NJ;Civic;Honda
11979;2015;61548;South Gate; CA;Civic;Honda
11980;2012;58680;Westminster; CO;Civic;Honda
11980;2012;71843;Columbia; MO;Civic;Honda
11980;2013;88492;Cary; NC;Civic;Honda
11980;2013;62064;Reno; NV;Civic;Honda
11980;2013;59115;Philadelphia; PA;Civic;Honda
11980;2014;43785;Duluth; GA;Civic;Honda
11980;2015;48995;Hoover; AL;Civic;Honda
11980;2015;52927;Lexington; KY;Civic;Honda
11981;2012;38405;Jacksonville; FL;Civic;Honda
11981;2012;107364;Concord; NC;Civic;Honda
11981;2013;32879;Rockville; MD;Civic;Honda
11981;2014;57514;Corona; CA;Civic;Honda
11982;2013;51109;Sanford; FL;Civic;Honda
11982;2014;52849;Clearwater; FL;Civic;Honda
11982;2015;48431;Miami; FL;Civic;Honda
11984;2013;42317;Corpus Christi; TX;Civic;Honda
11985;2013;55441;Daphne; AL;Civic;Honda
11985;2014;28709;Alexandria; VA;Civic;Honda
11985;2014;31811;Coral Springs; FL;Civic;Honda
11985;2015;67486;Salisbury; NC;Civic;Honda
11986;2014;15321;Windsor Locks; CT;Civic;Honda
11986;2014;26266;Windsor Locks; CT;Civic;Honda
11986;2014;34557;Windsor Locks; CT;Civic;Honda
11986;2014;42262;Windsor Locks; CT;Civic;Honda
11986;2015;31009;Windsor Locks; CT;Civic;Honda
11987;2012;44212;Kirkland; WA;Civic;Honda
11987;2015;61673;Greensboro; NC;Civic;Honda
11987;2015;70028;Kansas City; KS;Civic;Honda
11988;2012;66902;Raleigh; NC;Civic;Honda
11988;2013;57478;Cypress; CA;Civic;Honda
11988;2013;85334;Westport; CT;Civic;Honda
11988;2013;84242;Alameda; CA;Civic;Honda
11988;2013;85234;Jacksonville; AR;Civic;Honda
11988;2013;67542;San Diego; CA;Civic;Honda
11988;2014;50987;Costa Mesa; CA;Civic;Honda
11988;2014;60483;Pleasanton; CA;Civic;Honda
11988;2014;58775;Jacksonville; FL;Civic;Honda
11988;2015;65963;Chattanooga; TN;Civic;Honda
11989;2013;52834;Spring Branch; TX;Civic;Honda
11989;2013;91155;Medford; OR;Civic;Honda
11990;2011;76558;Riviera Beach; FL;Civic;Honda
11990;2012;27953;Marietta; GA;Civic;Honda
11990;2012;37672;Madison; WI;Civic;Honda
11990;2012;44801;Raleigh; NC;Civic;Honda
11990;2012;41334;Bellevue; WA;Civic;Honda
11990;2012;71651;Philadelphia; PA;Civic;Honda
11990;2012;62869;Sacramento; CA;Civic;Honda
11990;2012;79653;Miamisburg; OH;Civic;Honda
11990;2012;96290;Carmel; IN;Civic;Honda
11990;2012;63440;Lexington; SC;Civic;Honda
11990;2012;41338;Garden City; GA;Civic;Honda
11990;2013;25018;Wakefield; MA;Civic;Honda
11990;2013;61481;Wakefield; MA;Civic;Honda
11990;2013;78076;Princeton; WV;Civic;Honda
11990;2014;63126;Calera; AL;Civic;Honda
11990;2014;31708;Hackettstown; NJ;Civic;Honda
11990;2014;27186;Alpharetta; GA;Civic;Honda
11990;2014;35666;Wakefield; MA;Civic;Honda
11990;2014;37261;Pittsburg; CA;Civic;Honda
11990;2014;63822;Sherman; TX;Civic;Honda
11990;2014;68272;Gresham; OR;Civic;Honda
11990;2014;50756;Sterling; VA;Civic;Honda
11990;2014;75817;Denville; NJ;Civic;Honda
11990;2014;33685;Green Brook Township; NJ;Civic;Honda
11990;2014;85738;Van Nuys; CA;Civic;Honda
11990;2014;82283;Sterling; VA;Civic;Honda
11990;2015;31457;Homestead; FL;Civic;Honda
11990;2015;34761;Miami; FL;Civic;Honda
11990;2015;37385;Miami; FL;Civic;Honda
11991;2010;93200;Dixon; CA;Civic;Honda
11991;2012;59714;Jacksonville; FL;Civic;Honda
11991;2012;63514;Bountiful; UT;Civic;Honda
11991;2012;37797;Smithtown; NY;Civic;Honda
11991;2012;66258;Port Orchard; WA;Civic;Honda
11991;2012;56513;Paris; TX;Civic;Honda
11991;2012;60568;New Orleans; LA;Civic;Honda
11991;2013;48013;Buena Park; CA;Civic;Honda
11991;2013;67283;Lakeland; FL;Civic;Honda
11991;2013;94263;Billings; MT;Civic;Honda
11991;2013;45364;Clive; IA;Civic;Honda
11991;2014;50333;Eatontown; NJ;Civic;Honda
11992;2013;31142;Atlanta; GA;Civic;Honda
11992;2014;35915;Miami; FL;Civic;Honda
11992;2014;56128;Lancaster; MA;Civic;Honda
11992;2015;54036;Culver City; CA;Civic;Honda
11993;2009;63737;San Diego; CA;Civic;Honda
11993;2014;45684;Brooklyn Center; MN;Civic;Honda
11993;2014;24086;Bedford; OH;Civic;Honda
11993;2014;42136;Elyria; OH;Civic;Honda
11994;2012;97013;Auburn; WA;Civic;Honda
11994;2013;75715;Abilene; TX;Civic;Honda
11994;2014;52948;Chillicothe; OH;Civic;Honda
11994;2014;47194;Pelham; AL;Civic;Honda
11994;2015;18982;Seffner; FL;Civic;Honda
11994;2015;23149;Seffner; FL;Civic;Honda
11994;2015;25779;Seffner; FL;Civic;Honda
11994;2015;31573;Seffner; FL;Civic;Honda
11994;2015;31601;Greenfield; WI;Civic;Honda
11994;2015;81055;Lancaster; MA;Civic;Honda
11995;2008;42991;Honolulu; HI;Civic;Honda
11995;2008;115986;Chandler; AZ;Civic;Honda
11995;2009;87991;Vineland; NJ;Civic;Honda
11995;2010;67001;Dalton; GA;Civic;Honda
11995;2011;40525;Rio Linda; CA;Civic;Honda
11995;2011;65182;Glassboro; NJ;Civic;Honda
11995;2011;53674;Williston; VT;Civic;Honda
11995;2011;80961;Carmel; IN;Civic;Honda
11995;2011;86793;Philadelphia; PA;Civic;Honda
11995;2011;67880;Phoenix; AZ;Civic;Honda
11995;2012;40968;Medford; MA;Civic;Honda
11995;2012;32413;Somerville; MA;Civic;Honda
11995;2012;50004;Crystal Lake; IL;Civic;Honda
11995;2012;42000;Scottsdale; AZ;Civic;Honda
11995;2012;48120;Hayward; CA;Civic;Honda
11995;2012;81402;San Antonio; TX;Civic;Honda
11995;2012;66239;Edmonds; WA;Civic;Honda
11995;2012;114684;Kissimmee; FL;Civic;Honda
11995;2012;39440;Paramus; NJ;Civic;Honda
11995;2012;88843;Nashville; TN;Civic;Honda
11995;2012;90745;Tampa; FL;Civic;Honda
11995;2013;57473;Fredericksburg; VA;Civic;Honda
11995;2013;9261;Allentown; PA;Civic;Honda
11995;2013;32095;Worthington; OH;Civic;Honda
11995;2013;35213;Newburgh; NY;Civic;Honda
11995;2013;29565;Waltham; MA;Civic;Honda
11995;2013;52105;Beavercreek; OH;Civic;Honda
11995;2013;38638;Columbus; OH;Civic;Honda
11995;2013;42087;Burbank; IL;Civic;Honda
11995;2013;42328;Ewing; NJ;Civic;Honda
11995;2013;51186;Fredericksburg; VA;Civic;Honda
11995;2013;62050;Brentwood; CA;Civic;Honda
11995;2013;28860;Fair Oaks; CA;Civic;Honda
11995;2013;29815;Jacksonville; FL;Civic;Honda
11995;2013;84706;Sherwood; AR;Civic;Honda
11995;2013;42191;Henderson; NC;Civic;Honda
11995;2013;32403;Austin; TX;Civic;Honda
11995;2013;49081;Annapolis; MD;Civic;Honda
11995;2013;81607;Gurnee; IL;Civic;Honda
11995;2013;64378;Port Richey; FL;Civic;Honda
11995;2013;65520;Manassas; VA;Civic;Honda
11995;2013;70833;Raleigh; NC;Civic;Honda
11995;2013;89659;Hayward; CA;Civic;Honda
11995;2013;52131;Ewing; NJ;Civic;Honda
11995;2013;55408;Burbank; IL;Civic;Honda
11995;2013;22544;Bethlehem; PA;Civic;Honda
11995;2013;17137;Naugatuck; CT;Civic;Honda
11995;2014;12863;Bronx; NY;Civic;Honda
11995;2014;23251;Hackettstown; NJ;Civic;Honda
11995;2014;23686;Hackettstown; NJ;Civic;Honda
11995;2014;15325;Allentown; PA;Civic;Honda
11995;2014;26665;Hackettstown; NJ;Civic;Honda
11995;2014;17922;Wall; NJ;Civic;Honda
11995;2014;27514;Hackettstown; NJ;Civic;Honda
11995;2014;36007;Hopkins; MN;Civic;Honda
11995;2014;29463;Hackettstown; NJ;Civic;Honda
11995;2014;29925;Hackettstown; NJ;Civic;Honda
11995;2014;31514;Hackettstown; NJ;Civic;Honda
11995;2014;38432;Hopkins; MN;Civic;Honda
11995;2014;31913;Hackettstown; NJ;Civic;Honda
11995;2014;24805;Union City; GA;Civic;Honda
11995;2014;34666;Hackettstown; NJ;Civic;Honda
11995;2014;35468;Hackettstown; NJ;Civic;Honda
11995;2014;42201;Hopkins; MN;Civic;Honda
11995;2014;35665;Hackettstown; NJ;Civic;Honda
11995;2014;28784;Winchester; VA;Civic;Honda
11995;2014;28847;Charlotte; NC;Civic;Honda
11995;2014;29680;Bronx; NY;Civic;Honda
11995;2014;41115;McDonough; GA;Civic;Honda
11995;2014;30187;Chantilly; VA;Civic;Honda
11995;2014;39296;Hackettstown; NJ;Civic;Honda
11995;2014;39377;Hackettstown; NJ;Civic;Honda
11995;2014;39439;Hackettstown; NJ;Civic;Honda
11995;2014;30746;Winchester; VA;Civic;Honda
11995;2014;31264;Springfield; VA;Civic;Honda
11995;2014;40418;Hackettstown; NJ;Civic;Honda
11995;2014;32443;Yonkers; NY;Civic;Honda
11995;2014;32975;Marietta; GA;Civic;Honda
11995;2014;35700;Westampton; NJ;Civic;Honda
11995;2014;35986;Charlotte; NC;Civic;Honda
11995;2014;37114;Columbia; SC;Civic;Honda
11995;2014;37129;West Seneca; NY;Civic;Honda
11995;2014;37571;Charlotte; NC;Civic;Honda
11995;2014;46842;Hackettstown; NJ;Civic;Honda
11995;2014;46265;Old Bridge; NJ;Civic;Honda
11995;2014;45186;Toms River; NJ;Civic;Honda
11995;2014;39181;Birmingham; AL;Civic;Honda
11995;2014;39601;Charlotte; NC;Civic;Honda
11995;2014;39646;Brooklyn; NY;Civic;Honda
11995;2014;44148;Yonkers; NY;Civic;Honda
11995;2014;45799;Austin; TX;Civic;Honda
11995;2014;55057;Hackettstown; NJ;Civic;Honda
11995;2014;47625;Chicago; IL;Civic;Honda
11995;2014;48160;Elmhurst; NY;Civic;Honda
11995;2014;52479;Orlando; FL;Civic;Honda
11995;2014;70670;Woodbridge; VA;Civic;Honda
11995;2014;55567;Burbank; IL;Civic;Honda
11995;2014;20830;Miami Gardens; FL;Civic;Honda
11995;2014;59583;Rio Linda; CA;Civic;Honda
11995;2014;66075;Virginia Beach; VA;Civic;Honda
11995;2014;39718;Waukesha; WI;Civic;Honda
11995;2014;70521;Orlando; FL;Civic;Honda
11995;2014;34937;Springfield; VA;Civic;Honda
11995;2014;76752;Sacramento; CA;Civic;Honda
11995;2014;88611;Toms River; NJ;Civic;Honda
11995;2014;75350;Ventura; CA;Civic;Honda
11995;2014;28375;Hackettstown; NJ;Civic;Honda
11995;2014;42803;McDonough; GA;Civic;Honda
11995;2014;61879;Bentonville; AR;Civic;Honda
11995;2015;36366;Upper Saddle River; NJ;Civic;Honda
11995;2015;35919;Ontario; NY;Civic;Honda
11995;2015;38250;Canton; CT;Civic;Honda
11995;2015;41861;Victorville; CA;Civic;Honda
11995;2015;43883;Springfield; VA;Civic;Honda
11995;2015;45817;Marietta; GA;Civic;Honda
11995;2015;46318;Virginia Beach; VA;Civic;Honda
11995;2015;50801;Doral; FL;Civic;Honda
11995;2015;59603;Decatur; GA;Civic;Honda
11995;2015;24800;Naugatuck; CT;Civic;Honda
11995;2015;72048;Burbank; IL;Civic;Honda
11995;2015;79675;LA HABRA; CA;Civic;Honda
11995;2015;50229;Marietta; GA;Civic;Honda
11995;2015;90219;Bloomington; CA;Civic;Honda
11995;2015;74443;Temple Hills; MD;Civic;Honda
11996;2012;58266;McMurray; PA;Civic;Honda
11996;2013;49662;Rochester; NY;Civic;Honda
11996;2014;45854;Sheboygan; WI;Civic;Honda
11997;2011;44072;Temecula; CA;Civic;Honda
11997;2013;64146;North Hollywood; CA;Civic;Honda
11997;2013;115507;Fort Lauderdale; FL;Civic;Honda
11997;2014;28371;Daphne; AL;Civic;Honda
11997;2014;50712;Manassas; VA;Civic;Honda
11997;2014;41865;Wait Park; MN;Civic;Honda
11997;2014;56897;Madera; CA;Civic;Honda
11997;2015;48230;Tewksbury; MA;Civic;Honda
11997;2015;79687;San Diego; CA;Civic;Honda
11998;2012;53629;Austin; TX;Civic;Honda
11998;2012;106434;Lompoc; CA;Civic;Honda
11998;2012;104242;Concord; CA;Civic;Honda
11998;2013;29654;VIRGINIA BEACH; VA;Civic;Honda
11998;2013;89653;New Bern; NC;Civic;Honda
11998;2013;43662;Ledgewood; NJ;Civic;Honda
11998;2013;59476;Lynnwood; WA;Civic;Honda
11998;2013;70303;New Port Richey; FL;Civic;Honda
11998;2014;44688;VIRGINIA BEACH; VA;Civic;Honda
11998;2014;39043;Ewing; NJ;Civic;Honda
11998;2015;41715;Playa Vista; CA;Civic;Honda
11998;2015;40630;Orlando; FL;Civic;Honda
11998;2015;44565;Placentia; CA;Civic;Honda
11999;2007;113683;Milwaukie; OR;Civic;Honda
11999;2010;79105;Athens; AL;Civic;Honda
11999;2011;57027;Westminster; MD;Civic;Honda
11999;2012;80477;Cumming; GA;Civic;Honda
11999;2012;74556;Belle Vernon; PA;Civic;Honda
11999;2013;29000;Monroeville; PA;Civic;Honda
11999;2013;30551;Leavenworth; KS;Civic;Honda
11999;2013;41156;Miami; FL;Civic;Honda
11999;2013;34245;Hartford; CT;Civic;Honda
11999;2013;45535;Bedford; OH;Civic;Honda
11999;2013;45629;Hawthorne; CA;Civic;Honda
11999;2013;74642;Las Cruces; NM;Civic;Honda
11999;2013;76091;Wait Park; MN;Civic;Honda
11999;2013;67334;Spokane Valley; WA;Civic;Honda
11999;2013;82520;Lindon; UT;Civic;Honda
11999;2014;10115;Santa Ana; CA;Civic;Honda
11999;2014;18427;Fullerton; CA;Civic;Honda
11999;2014;18521;East Haven; CT;Civic;Honda
11999;2014;19316;Fullerton; CA;Civic;Honda
11999;2014;19574;Fullerton; CA;Civic;Honda
11999;2014;20324;West Palm Beach; FL;Civic;Honda
11999;2014;21041;Stanton; CA;Civic;Honda
11999;2014;35636;St. Augustine; FL;Civic;Honda
11999;2014;24850;Corona; CA;Civic;Honda
11999;2014;26140;American Fork; UT;Civic;Honda
11999;2014;26786;Santa Ana; CA;Civic;Honda
11999;2014;30603;Stanton; CA;Civic;Honda
11999;2014;35840;Stanton; CA;Civic;Honda
11999;2014;58557;Pittsburg; CA;Civic;Honda
11999;2014;50377;East Haven; CT;Civic;Honda
11999;2014;62359;Melbourne; FL;Civic;Honda
11999;2014;20280;Montclair; CA;Civic;Honda
11999;2014;58100;Rancho Cucamonga; CA;Civic;Honda
11999;2014;89085;Bakersfield; CA;Civic;Honda
11999;2015;21623;Miami; FL;Civic;Honda
11999;2015;26960;Stanton; CA;Civic;Honda
11999;2015;48108;Columbia; SC;Civic;Honda
11999;2015;41989;Whittier; CA;Civic;Honda
11999;2015;31526;West Palm Beach; FL;Civic;Honda
11999;2015;32137;Chicago; IL;Civic;Honda
11999;2015;33885;Phoenix; AZ;Civic;Honda
11999;2015;34463;West Palm Beach; FL;Civic;Honda
11999;2015;34793;Orlando; FL;Civic;Honda
11999;2015;35728;Orlando; FL;Civic;Honda
11999;2015;36446;Woodbridge; VA;Civic;Honda
11999;2015;37017;Roswell; GA;Civic;Honda
11999;2015;37994;Miami; FL;Civic;Honda
11999;2015;38208;Bellflower; CA;Civic;Honda
11999;2015;38456;Garland; TX;Civic;Honda
11999;2015;47302;Roswell; GA;Civic;Honda
11999;2015;48803;Roswell; GA;Civic;Honda
11999;2015;18623;Spring Valley; CA;Civic;Honda
11999;2015;25670;Orlando; FL;Civic;Honda
11999;2015;31941;Garland; TX;Civic;Honda
11999;2016;60645;Miami Gardens; FL;Civic;Honda
11999;2016;85715;Smyrna; GA;Civic;Honda
12000;2008;87601;Mount Vernon; WA;Civic;Honda
12000;2012;29815;Louisville; KY;Civic;Honda
12000;2012;64610;Colorado Springs; CO;Civic;Honda
12000;2012;66417;Canandaigua; NY;Civic;Honda
12000;2012;59522;Walnut Creek; CA;Civic;Honda
12000;2012;52298;Sterling; VA;Civic;Honda
12000;2012;55397;Everett; WA;Civic;Honda
12000;2013;51410;Louisville; KY;Civic;Honda
12000;2013;55194;Austin; TX;Civic;Honda
12000;2013;49257;Verona; NJ;Civic;Honda
12000;2013;61525;Pasadena; CA;Civic;Honda
12000;2013;36246;Alexandria; VA;Civic;Honda
12000;2013;55215;MONTCLAIR; CA;Civic;Honda
12000;2013;55015;Victoria; TX;Civic;Honda
12000;2013;46554;City of Industry; CA;Civic;Honda
12000;2014;28536;Dublin; OH;Civic;Honda
12000;2014;31532;Dublin; OH;Civic;Honda
12000;2014;33685;Cranston; RI;Civic;Honda
12000;2014;23832;Union City; GA;Civic;Honda
12000;2014;34457;Old Bridge; NJ;Civic;Honda
12000;2014;35753;Eatontown; NJ;Civic;Honda
12000;2014;27293;Ewing; NJ;Civic;Honda
12000;2014;39097;Old Bridge; NJ;Civic;Honda
12000;2014;35101;Lawrenceville; NJ;Civic;Honda
12000;2014;34943;Louisville; KY;Civic;Honda
12000;2014;33144;Logan; OH;Civic;Honda
12000;2014;35490;Louisville; KY;Civic;Honda
12000;2014;35724;Louisville; KY;Civic;Honda
12000;2014;36002;Louisville; KY;Civic;Honda
12000;2014;36217;Louisville; KY;Civic;Honda
12000;2014;37474;Louisville; KY;Civic;Honda
12000;2014;50667;West Palm Beach; FL;Civic;Honda
12000;2014;68847;City of Industry; CA;Civic;Honda
12000;2014;83059;Monroe; LA;Civic;Honda
12000;2014;38329;Mt. Prospect; IL;Civic;Honda
12000;2014;59609;Denver; CO;Civic;Honda
12000;2014;79837;La Quinta; CA;Civic;Honda
12000;2015;35968;Pompano Beach; FL;Civic;Honda
12000;2015;51543;Eatontown; NJ;Civic;Honda
12000;2015;59333;Orange; CA;Civic;Honda
12015;2015;39314;Fontana; CA;Civic;Honda
12034;2012;87841;Barrington; IL;Civic;Honda
12082;2013;73312;Gaithersburg; MD;Civic;Honda
12093;2014;31575;Baltimore; MD;Civic;Honda
12098;2012;50270;Auburn; MA;Civic;Honda
12099;2015;28245;Placentia; CA;Civic;Honda
12100;2014;33843;Greensboro; NC;Civic;Honda
12100;2014;33453;Ewing; NJ;Civic;Honda
12100;2015;12345;Jersey City; NJ;Civic;Honda
12105;2014;43348;La Follette; TN;Civic;Honda
12117;2013;21195;Patchogue; NY;Civic;Honda
12119;2015;74779;Frederick; MD;Civic;Honda
12125;2014;32410;Springfield; VA;Civic;Honda
12126;2013;24813;Chicago; IL;Civic;Honda
12126;2014;28671;Chicago; IL;Civic;Honda
12126;2014;35906;Chicago; IL;Civic;Honda
12126;2015;45835;Chicago; IL;Civic;Honda
12130;2013;39913;Slidell; LA;Civic;Honda
12140;2012;25225;Downers Grove; IL;Civic;Honda
12140;2013;48644;AUSTIN; TX;Civic;Honda
12142;2013;55420;Fredericksburg; VA;Civic;Honda
12149;2012;97907;Moreno Valley; CA;Civic;Honda
12150;2014;31699;Dublin; OH;Civic;Honda
12150;2014;32846;Dublin; OH;Civic;Honda
12150;2014;38690;Dublin; OH;Civic;Honda
12151;2014;22615;Coral Springs; FL;Civic;Honda
12157;2013;33805;Princeton; NJ;Civic;Honda
12180;2014;64723;Lemon Grove; CA;Civic;Honda
12185;2012;54039;Lisle; IL;Civic;Honda
12190;2014;44345;Kennesaw; GA;Civic;Honda
12190;2015;39338;Milford; MA;Civic;Honda
12190;2015;58505;Daytona; FL;Civic;Honda
12191;2015;29897;Brooklyn Center; MN;Civic;Honda
12194;2012;44748;Olympia; WA;Civic;Honda
12195;2014;25114;Allentown; PA;Civic;Honda
12199;2012;54155;AUSTIN; TX;Civic;Honda
12200;2012;56040;Dublin; OH;Civic;Honda
12200;2013;39693;Tampa; FL;Civic;Honda
12200;2013;46318;Chamblee; GA;Civic;Honda
12204;2014;76830;Chantilly; VA;Civic;Honda
12206;2012;85740;Murrysville; PA;Civic;Honda
12210;2014;63991;Jersey City; NJ;Civic;Honda
12222;2014;56850;Port Richey; FL;Civic;Honda
12226;2014;32951;Chicago; IL;Civic;Honda
12231;2014;29297;Riverhead; NY;Civic;Honda
12232;2014;34006;Old Bridge; NJ;Civic;Honda
12235;2013;30854;Homestead; FL;Civic;Honda
12235;2014;42021;Hopkins; MN;Civic;Honda
12241;2014;31152;Apex; NC;Civic;Honda
12241;2014;48971;Salisbury; NC;Civic;Honda
12250;2008;66414;Vernon; CT;Civic;Honda
12250;2012;39912;Milwaukee; WI;Civic;Honda
12250;2012;51167;Urbana; IL;Civic;Honda
12250;2013;41087;St Louis; MO;Civic;Honda
12250;2013;48437;Albany; GA;Civic;Honda
12250;2014;26472;Woodside; NY;Civic;Honda
12250;2014;28427;Woodside; NY;Civic;Honda
12250;2014;29740;Eatontown; NJ;Civic;Honda
12250;2014;31519;Eatontown; NJ;Civic;Honda
12250;2014;33765;Bow; NH;Civic;Honda
12250;2014;29549;Louisville; KY;Civic;Honda
12250;2014;29579;Louisville; KY;Civic;Honda
12250;2014;29869;Louisville; KY;Civic;Honda
12250;2014;29882;Louisville; KY;Civic;Honda
12250;2014;30633;Louisville; KY;Civic;Honda
12250;2014;30994;Louisville; KY;Civic;Honda
12250;2014;32322;Louisville; KY;Civic;Honda
12250;2014;32581;Louisville; KY;Civic;Honda
12250;2014;32856;Louisville; KY;Civic;Honda
12250;2014;32906;Louisville; KY;Civic;Honda
12250;2014;32958;Louisville; KY;Civic;Honda
12250;2014;33095;Louisville; KY;Civic;Honda
12250;2014;33311;Louisville; KY;Civic;Honda
12250;2014;33467;Louisville; KY;Civic;Honda
12250;2014;33478;Louisville; KY;Civic;Honda
12250;2014;34396;Louisville; KY;Civic;Honda
12250;2014;39384;Louisville; KY;Civic;Honda
12250;2014;46665;College Park; MD;Civic;Honda
12250;2014;42117;Louisville; KY;Civic;Honda
12250;2014;54303;Raleigh; NC;Civic;Honda
12250;2014;44464;Louisville; KY;Civic;Honda
12250;2014;36967;Fredericksburg; VA;Civic;Honda
12250;2015;30486;Union City; GA;Civic;Honda
12250;2015;41871;Louisville; KY;Civic;Honda
12250;2015;45310;Louisville; KY;Civic;Honda
12250;2015;47555;Louisville; KY;Civic;Honda
12255;2012;28580;Wichita Falls; TX;Civic;Honda
12271;2012;58541;Culver City; CA;Civic;Honda
12275;2012;67080;Norfolk; VA;Civic;Honda
12278;2014;64209;Tewksbury; MA;Civic;Honda
12279;2015;37386;Old Bridge; NJ;Civic;Honda
12283;2014;56764;Rock Hill; SC;Civic;Honda
